ID	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	CancerType
TCGA-OR-A5LK-01A	0.0203483238529146	0.00415831174735209	0.0487144892613198	0.188289838664804	0	0.163811586578464	0.00420229012430267	0.0212572394786323	0.00945069098238249	0	0	0.0148872688550582	0.0821910958188809	0	0.0325540829432	0.219526559860037	0.0808923672843407	0.00314951014849488	0.106566344399816	0	0	0	ACC
TCGA-OR-A5JI-01A	0.0813634189071583	0	0.00310843738864733	0.192831245713428	0	0.212603531011414	0	0.013386027627783	0.0522636489618779	0.0136551139316304	0	0.0238202671163409	0.0141334683766064	0	0.0430406759715643	0.283998100411287	0.0214102027034993	0.0026544162072626	0.039549260406059	0	0	0.00218218526544178	ACC
TCGA-OR-A5JC-01A	0	0.0287777308716876	0.000533473160624366	0.0812762820212266	0	0.136605365446091	0	0	0	0	0.0158304050022047	0.0602841533885685	0.0704425727818225	0	0.0785027263680575	0.365901283093604	0.0129344960258466	0.0457423817864207	0.103169130053847	0	0	0	ACC
TCGA-OR-A5JJ-01A	0.104239083718877	0	0.0543453195294655	0.242165737866905	0	0.151026939334734	0	0.107048771483799	0.0214410745786944	0	0	0.0402249403141613	0.0122633380129034	0.042272226466869	0.0563617610419388	0.117836146058492	0	0.0187451511224408	0.0266510882353447	0	0.00537842223537571	0	ACC
TCGA-OR-A5JD-01A	0.0369382488743087	0	0	0.214384476602253	0	0.236468173122509	0	0	0	0	0	0.0402000792867961	0.100099267087605	0	0.0199871013582862	0.240527806652107	0.0578795779296797	0.0212692787728183	0	0.0322459903136362	0	0	ACC
TCGA-PK-A5HA-01A	0	0.00519621431167343	0.013300794602795	0.143832131454008	0	0.190238447044127	0.000213522646015137	0.000983842170772171	0	0	0.00431020677868607	0.0189308938655746	0.047252817364614	0	0.025474574651548	0.406619886475941	0.0532486787770674	0.0223818217935689	0.0680161680636081	0	0	0	ACC
TCGA-OR-A5K1-01A	0.00299806496372069	0.00521122469101401	0	0.0561066579748609	0	0.431683594903894	0	0	0	0	0.0385332649654874	0.0478387756377157	0.0583757475148375	0	0.0439405938016952	0.199039119590912	0	0.0214521028883022	0.094820853067561	0	0	0	ACC
TCGA-OR-A5LN-01A	0.00792368966116299	0.019058248114856	0	0.290516841999894	0	0.0730658308156177	0	0.0464775655643018	0	0.0714023448999738	0	0.0519562605130683	0.0478424933576186	0	0.047773099190353	0.251680124863925	0.00125297929451135	0.0233306845401261	0.0595635941846203	0	0	0.00815624299997082	ACC
TCGA-OR-A5KY-01A	0	0.0151818678270531	0	0.0959910042505968	0	0.258528954889924	0	0	0	0	0	0.020408140754228	0.191992802460268	0	0.0145997694724299	0.280847483850019	0	0.050544301931499	0	0.0162179314841128	0.0556877430798703	0	ACC
TCGA-OR-A5J1-01A	0	0.0223774093633421	0.00884551681816936	0.146398124080852	0	0.18416648232053	0	0	0	0	0	0.01672370662346	0.208225423264354	0	0.0150091085040595	0.332634174300094	0	0.0231567691854088	0.0219492775815341	0	0.0205140079581956	0	ACC
TCGA-OR-A5L6-01A	0	0.0199950667771245	0	0.0145791311171672	0	0.281913196950973	0	0	0	0	0.0927874414299909	0.0529669253989381	0.0485776897319806	0.00989826716590913	0.00126267441330167	0.332665689807807	0	0.0722293073342091	0.0731246098725995	0	0	0	ACC
TCGA-OR-A5LP-01A	0.020567594304167	0	0	0.107121337679139	0	0.241474216942663	0	0.01018875021429	0	0	0	0.0473467552223138	0.0670231589112502	0	0.0703922241296578	0.216629637949754	0	0.046813874266691	0.170609577256117	0	0	0.00183287312395738	ACC
TCGA-OR-A5LR-01A	0.0619047370157353	0	0.0150163530019641	0.0976421845493204	0	0.300210726900334	0	0	0	0	0	0.030317478311822	0.0789726225803898	0	0.0319784121126018	0.264075415668293	0	0.00436225220747507	0.115519817652064	0	0	0	ACC
TCGA-OR-A5JK-01A	0.0223031733061495	0.0374738172316397	0.00954437080019836	0.310424851892007	0	0.115407791456957	0.0101199231708305	0.0350474406109818	0.0675710105322332	0	0	0.0336313639616947	0.118672819036066	0	0.0799605293156541	0.134670289402502	0	0	0.0241315375233165	0	0.00104108175976938	0	ACC
TCGA-OR-A5J6-01A	0.0979488558901539	0	0.013162172846303	0.0678863910869211	0	0.073300060227019	0	0	0	0.00792313382215181	0	0.038445432155765	0.0844818614211426	0	0.026479770633624	0.480552256319898	0.0812502319044918	0	0.0278438582189932	0	0.000725975473536393	0	ACC
TCGA-OR-A5K3-01A	0	0.0465273949128623	0	0.0483153631660587	0	0.249288277962901	0	3.74996365588069e-05	0	0	0.018264637559595	0.00590686165407762	0.113325580584522	0	0.0178733500621748	0.237897204257454	0	0.219336477045664	0.0369347782398917	0	0.0062925749182409	0	ACC
TCGA-OR-A5L5-01A	0.0283369564081648	0.00692378417473917	0	0.177382303383232	0	0.224191430409525	0	0	0	0.00481847240673024	0	0.0418576981875093	0.0343167201955313	0	0.0546105939114618	0.256833237652482	0.0123271063216219	0	0.158401696949002	0	0	0	ACC
TCGA-FD-A3SS-01A	0.0769523504197171	0	0.0259305136205603	0.0172534555323683	0	0.181249147021739	0	0.045796914378592	0	0	0.0496622712067176	0	0.0309687608377462	0.113659922245362	0.0504264692275928	0.174560892257978	0	0.203885893815619	0	0	0.0296534094360086	0	BLCA
TCGA-FD-A43S-01A	0.121225283271011	0.0292286774793198	0.0595965272578143	0.244170233994727	0	0	0.052659789292448	0.0120703149592793	0.0666953971907763	0	0.00401124235244545	0	0.0229994979984801	0	0.0332901735586793	0.210645685716529	0.0172845166954838	0.0240816577274961	0.102041002505511	0	0	0	BLCA
TCGA-UY-A78K-01A	0.10244805950448	0.0346383136884849	0.0694153463343848	0.189053183578744	0	0.0954892228267623	0.0542765202191901	0.0360329901058144	0.0237153320717637	0	0.0300987736082949	0.0197075353053656	0.035573482522702	0.0479341462356078	0.0965595834203284	0.121765221449944	0.0193115055462727	0	0.0239807835818605	0	0	0	BLCA
TCGA-DK-A2HX-01A	0.0647104461088637	0	0.00620219866976464	0.0710545149732325	0	0.184491580405911	0.0138099146619195	0.0150898130266561	0.0385075810123995	0	0	0.0323841324156244	0.0263580211925086	0.0466340751145483	0.0142011329845036	0.198152891590303	0.0277892763585767	0.0896278967669516	0.163323988054969	0	0	0.00766253666326799	BLCA
TCGA-DK-A1A3-01A	0.106932723909737	0	0.0659950034246889	0.104990851896088	0	0.106688436168279	0.0449842679294584	0.0325776070587086	0.0111970699430964	0	0	0.0394892187339415	0.01811535548421	0.0553690138802482	0.0611814628745375	0.142172240898044	0.0461210881845487	0.042784120141161	0.119642585147378	0	0	0.0017589543258746	BLCA
TCGA-GC-A6I3-01A	0.00635034732985893	0.0872387326995494	0.0934179883571323	0.274034309635487	0	0.0154589301533552	0.0748015162794403	0.0281773362974942	0.000519950616905363	0.0205883202338957	0	0.0113701315916001	0.0499400219413846	0.08228462861635	0.0607569855377509	0.135051507723262	0.0123947143790779	0.0231122983933587	0.0245022802140973	0	0	0	BLCA
TCGA-XF-AAMJ-01A	0.104536367238776	0	0.105250266179338	0.122752343017743	0	0.0654333443108894	0.060174347396213	0.0198557430550859	0.0297905023752847	0	0.00580207030091944	0.0205014476987153	0	0.108434148017141	0.0733957945858366	0.104290261416517	0.0146440966847812	0.0243603249021415	0.120453226207446	0	0	0.0203257166131706	BLCA
TCGA-GC-A6I1-01A	0	0.0378194634358108	0.0999052121266864	0.181413054572506	0	0.0760921579486197	0.0403470911867496	0.062224955575384	0.00464788756940259	0	0	0.049937011848204	0	0.119454676799803	0.0751488297322727	0.196416747224975	0.00762581831195653	0.0357856357051217	0	0	0	0.0131814579625074	BLCA
TCGA-DK-A3IL-01A	0.31889990500143	0.0213821560303439	0.0277303543543373	0.0890821408210602	0	0.0644038905300763	0	0.121363490382126	0.00156530329317289	0	0	0.031125690088863	0.0060274488032538	0.110222428745653	0.0431732636106364	0.0460445875812017	0	0.0633815659294782	0.0555977748283668	0	0	0	BLCA
TCGA-BT-A20R-01A	0.0159785838498635	0	0.00949089004046453	0.0481294338423089	0	0.160989628761426	0	0	0.000945946013783774	0.0161449639746595	0	0.0718988739504636	0.0255902298505135	0.260388948220812	0.0341925926931472	0.216286588047962	0.003744615665643	0.0687196341853734	0.0549502379384028	0	0.00614528026371112	0.00640355270146536	BLCA
TCGA-H4-A2HQ-01A	0	0.021806040628025	0.00380717824505625	0.100811149778034	0	0.198916832900762	0.0177710166696389	0.0976324200763177	0.00642847951345543	0	0.037579746220737	0.00624407200129561	0.00991311021299367	0	0.110319587024708	0.109848673749228	0.0941236137727545	0.176217368157519	0.00858071104947501	0	0	0	BLCA
TCGA-4Z-AA82-01A	0	0.0524407011401855	0.005274353511294	0.0232913089869508	0	0.178316725663308	0	0.0610753723025756	0.00699815242375677	0	0	0.0702657690171033	0.0175380331572759	0.0129597077112968	0.00556496991105366	0.0773904631793338	0.227331972003955	0.150324985382086	0.107727888922281	0	0	0.00349959668754352	BLCA
TCGA-XF-A8HE-01A	0.0819523491204214	0	0.00943242854987612	0.118215990968602	0	0.144107731310649	0.0323307931887028	0.114202066840431	0	0	0.0703857960482335	0	0.0114861095114578	0.010237676707213	0.080944200205828	0.105257637371207	0	0.0714006928028648	0	0.025236611266275	0.00919573427242955	0.115614181835809	BLCA
TCGA-XF-A9T0-01A	0.0437478376672265	0	0.149707394895984	0.178910211931955	0	0	0.0950125304128322	0.0208031563076397	0.0199218298901519	0	0.0289885938172512	0.00376435658803848	0.00775201155964888	0.130889412996986	0.0731960621516618	0.139216144784934	0.0541439161590481	0.000600359857189387	0.0352691934986829	0	0.0117456513139207	0.00633133616684982	BLCA
TCGA-FD-A5BT-01A	0.0603518789366652	0	0.0327668818307287	0.229819080537847	0	0.0147891908861651	0.0804982986103579	0.0383796857994265	0.0294691912993338	0	0	0.0243118919176152	0.0366980273984442	0.0369156639213245	0.0833154468544579	0.230846931414411	0.0165934873919698	0.022932300031318	0.0402081421412993	0	0	0.0221039010286359	BLCA
TCGA-FD-A3SN-01A	0	0.030180594884379	0.0111977914796932	0.197555948445445	0	0.0660472937732981	0.0819538945783155	0.0538039229972565	0	0	0.024510676025257	0.0375904329603435	0.00492459219499445	0.154743393058942	0.0500512919303608	0.182509599751185	0.0118076555165932	0.0440873651025444	0.0353265966004213	0	0	0.0137089507009714	BLCA
TCGA-G2-AA3C-01A	0	0	0.000561289056563833	0.11069136907458	0	0.101675419327471	0	0	0.0145782542462002	0	0	0.0849691872860881	0.258812488151992	0.00796921232127218	0.03849030160463	0.306979231693488	0	0	0.073685727033835	0	0	0.00158752020387992	BLCA
TCGA-HQ-A2OE-01A	0.102970191140787	0	0.054579020084592	0.12120653789416	0	0.0683033005694881	0.0647898544161441	0.0769097850937514	0.0296325969163557	0	0.0327025210046618	0	0.00783754529892677	0.00197016549800763	0.0553211786970325	0.0821370445148203	0.160397508888441	0.0594307803461657	0.0430389965737865	0	0	0.0387729730628789	BLCA
TCGA-BL-A3JM-01A	0.0183743747114344	0	0.0104892477411803	0.195331996852309	0	0	0.0321039137655355	0.0827552434850617	0	0.0131428144822582	0	0.0494814159283457	0	0.294835255569725	0.129632086902341	0.125364633284257	0.00282547288717792	0	0.0456635443903744	0	0	0	BLCA
TCGA-XF-AAN3-01A	0.00693948685526469	0.0149329780647769	0.0214335352287832	0.0605555239550342	0	0.172349601585462	0.00753051394761737	0.0517274986019004	0.0288825325946834	0	0	0.0273150954916853	0.026222109944977	0.00492505760885238	0.0207288173875252	0.199993671458138	0.14544272284792	0.0910641834940084	0.094379108798343	0	0.00162617875910072	0.0239513833759272	BLCA
TCGA-FD-A3SR-01A	0.0727856726075341	0	0	0.175730190287784	0	0.205649481199337	0	0	0.0243633765764811	0.00459592538822576	0	0.0382245612263377	0.0377008534685487	0.0567630915450904	0.116503819918698	0.167807103680347	0.00640421736678042	0.0436500526262097	0.0498216541086264	0	0	0	BLCA
TCGA-4Z-AA89-01A	0	0.0714651802475799	0.00198699400829058	0.16497864826941	0	0.0705329924480627	0	0.222798939101346	0	0	0	0.0262232655054691	0.0200790211317855	0	0.118919152595344	0.160860756744284	0.0341716116767078	0.103107596639384	0.00487584163233607	0	0	0	BLCA
TCGA-G2-A2EO-01A	0.00792941329826979	0	0.0528172563464017	0.213276381864562	0	0.0730937794390751	0.108563833539635	0.0188011363848639	0.0537230356524217	0	0.0420840571336477	0	0.00389824631162444	0.145331891434643	0.0859606113216322	0.125651689042253	0.0185562978898685	0.00427154270114309	0.0460408276399591	0	0	0	BLCA
TCGA-ZF-AA5H-01A	0.042385529156204	0	0.000984427623228604	0.173680575294253	0	0.117454370970089	0.0586098104743167	0.00741270673097415	0.0130118872144536	0	0.030576086670133	0.0372114746388493	0.00802626424962516	0.135662133358333	0.110420273759245	0.170006784132291	0.0131682469747017	0.0380941027105709	0.043295326042731	0	0	0	BLCA
TCGA-BT-A20V-01A	0	0.0705337035609932	0	0.131321456010672	0	0.135555760891568	0.0470956046845148	0.0425827758335427	0.0148535506254949	0	0	0.115858850201119	0.096816535843415	0.0769507076770792	0.05069522947363	0.0647556266811998	0.0421243576741638	0.068188005091174	0.0348807440649045	0	0.00778709168652948	0	BLCA
TCGA-GC-A3WC-01A	0.0482484789670833	0.0332807683226137	0.032977729235989	0.175924982593589	0	0.0780062415739346	0.0748982561071726	0.0589000111468139	0.00307921682063993	0	0.00121043457998136	0.0170469284269284	0.0356234805731014	0.0242722483684789	0.103163551148556	0.111890714700384	0.111839046486026	0.00279568352779249	0.0868422274209151	0	0	0	BLCA
TCGA-GV-A3JV-01A	0.103295978807465	0	0.0740564808969508	0.173932110579622	0	0.091668235287845	0.0621800597056391	0.0613217285689289	0.0121318268077805	0.000541020233038631	0	0.0264003378070464	0	0.0452973329024422	0.0740611563730761	0.113390601328793	0.0850865071162545	0.011270876818185	0.0653657467669328	0	0	0	BLCA
TCGA-YF-AA3M-01A	0	0.0383772306132421	0.0334619153290966	0.137155839386505	0	0	0.0338144078736435	0.0383268401155288	0.0407326983840702	0	0	0.0333103570775908	0	0.0669362299794081	0	0.119175461653375	0.115302080936091	0.140610741366704	0.133889196744542	0	0.0251465378909566	0.0437604626492468	BLCA
TCGA-FD-A3B5-01A	0	0.00486978317484939	0	0.017704329555632	0	0.276595817359806	0.0128368370074686	0.0405775781326914	0	0	0.0577279301111932	0	0	0.247829955367244	0.0434681650236273	0.130322892913528	0	0.111531165016368	0.0210535786787045	0	0	0.0354819676588879	BLCA
TCGA-CF-A47V-01A	0.00827958227575973	0.0504517876117842	0	0.277940627110618	0	0.00188624010102278	0.0149215717695436	0.0664794181247358	0.0109320799447456	0	0	0.0434453187777167	0.0320831357105147	0	0.0481751650399946	0.106161689346319	0.138263778418856	0.0972876823381073	0.103691923430281	0	0	0	BLCA
TCGA-BT-A20T-01A	0	0.0507548827213638	0.000248493044324263	0.145757088758345	0	0.112205965110819	0.079225955068166	0.0725000418409878	0.0472479911735856	0.0137036333383967	0	0.0359010758122317	0.0122648796436935	0.0430444094760174	0.0883489671919578	0.101235737910841	0.0907330220038214	0.0386674346276049	0.0661182998817887	0	0	0.00204212239605515	BLCA
TCGA-XF-AAN0-01A	0.112785143114426	0	0.106924200623418	0.165841131195422	0	0.133253497933708	0.0319482724618971	0.0474916162596807	0	0	0	0.0216100038961612	0.0113934962278585	0.033066107450265	0.0882928215448709	0.151938900239977	0	0	0.0486598752332816	0	0	0.0467949338190334	BLCA
TCGA-E7-A7DV-01A	0	0.0358492988607925	0	0.087615218035051	0	0.211256147069295	0.0286810953295735	0	0	0	0.0349627630974714	0.00786121915371953	0.0919199600145361	0.119314087729148	0.0656680059871221	0.269983846795477	0	0.0162144859713823	0.0107252015955112	0	0	0.01994867036092	BLCA
TCGA-GV-A40E-01A	0	0.00298167784367585	0.00230515119645617	0.247059944406823	0	0	0.0691385268740555	0.031057929186331	0.00600101350952531	0	0.0238726564849571	0.00923399667621983	0.0110966625615181	0.0743030293859316	0.0340483609805605	0.174099453961513	0.0242571330310617	0.192579777982562	0	0.045940479170888	0	0.0520242067479219	BLCA
TCGA-YC-A89H-01A	0.0816357186954164	0	0.105342836045035	0.140994084821521	0	0.00936308523861277	0.0875078255470886	0.0216759587780131	0	0	0.00528257673834968	0.0404914446639803	0.0028095506495963	0.0829675759478276	0.0988612357568905	0.196893153713092	0.117378047750047	0	0.00106029846682129	0	0	0.00773660718770832	BLCA
TCGA-CF-A9FM-01A	0	0	0.0058946117672382	0.107630546028941	0	0.0657301862260475	0.0321906818616737	0.0170429544009113	0.0907186438414766	0	0.00980847551406558	0.0455331897637841	0.0170788713448026	0.00281457581139071	0.0579912478881943	0.162812035357399	0.15719672319585	0.15204761933037	0	0.0238315155332916	0.00154778203866326	0.0501303400959003	BLCA
TCGA-DK-A1AD-01A	0.0707524628908304	0	0.0332202632142127	0.200547118312286	0	0	0.0884218550896878	0.024877057488115	0.0667887729189451	0	0	0.0162985456476666	0.025669478046693	0.0327301901158866	0.120341551726095	0.11979105589734	0.0708796956519587	0.0627674425304565	0.0669145104698269	0	0	0	BLCA
TCGA-G2-A2EK-01A	0.323339439944514	0	0	0.0830961559733156	0	0.25622266337405	0	0	0.0270661089995516	0	0	0.0169182555140706	0.0221136830542738	0.0498025655050473	0.0265157321882417	0.0700487937000672	0.0504641502871379	0	0.0744124514597305	0	0	0	BLCA
TCGA-E5-A2PC-01A	0	0.0614840467982137	0	0.0238384136244792	0	0.176600921662149	0.0282759381138745	0.062615915524999	0	0.0212854045582525	0	0.134646257588035	0.00774499834666156	0.0127018741015874	0.158336806413701	0.146059595927627	0.0278965200602651	0.0540405519384703	0.0844727553416849	0	0	0	BLCA
TCGA-C4-A0F1-01A	0.0198788766756461	0	0.0919148395448117	0.037257052182204	0	0.188369344722209	0.00898916870211982	0.0542714106612955	0	0	0	0.052163732673353	0.00285103925376935	0.0699905728787001	0.111543671832308	0.0873748580916866	0.110470876283323	0.0902727808030901	0	0.0397689542857516	0	0.0348828214097322	BLCA
TCGA-FD-A43N-01A	0.187920517955433	0	0.0843978563114107	0.17212800881891	0	0.103732557285103	0	0	0.00394526507528719	0	0	0.00944746686403835	0	0.126156221397575	0.0805727771907802	0.087458884249745	0	0.0699840532830786	0	0.0227395813285473	0	0.0515168102400913	BLCA
TCGA-BL-A13J-01A	0.0211551984908884	0	0.0231466650793586	0.118750731305334	0	0.120775753550039	0.0530626258237897	0.0140907692027704	0.00397739079123779	0	0.000283284700657915	0	0.00646361646754739	0.130988471229552	0.0879798064865174	0.209196571937965	0.0788638765998746	0.0799425048373032	0.0253130336899668	0	0.0157936929817515	0.0102160068254465	BLCA
TCGA-FD-A3SO-01A	0.0695440474089356	0	0.000809409629604925	0.0735888117094455	0	0.146096782361677	0	0.0595504707036938	0	0	0	0.00176462032995217	0.0126450695166756	0.0387840487292969	0.130655488600968	0.272011232021076	0.0466156782217343	0.0274974034473991	0	0.0497738014796597	0	0.0706631358398819	BLCA
TCGA-XF-A8HD-01A	0.0952537719965435	0	0.0691979674890847	0.249720935828529	0	0.0498018840540577	0.0600678047192479	0.0674031991122535	0.00386260027284821	0	0	0.0634281861623835	0.01600382023238	0.00542964659723253	0.0553289891988781	0.107272702995229	0	0.116970697389634	0.0331079231080438	0	0.00168401521072675	0.00546585563292754	BLCA
